id,pl,pw,sl,sw
811,4.9,1.8,3.5,1.1
812,5.9,3,4.2,1.5
813,6,2.1,4,1.1
814,6.1,2.8,4.6,1.5
815,5.5,2.9,3.6,1.4
816,6.7,3.1,4.3,1.4
817,5.5,3,4.5,1.6
818,5.7,2.6,4.1,1.1
819,6,2.2,4.5,1.5
820,5.6,2.4,3.9,1.1
821,5.9,3.2,4.7,1.9
822,6.1,2.7,4.1,1.3
823,6.2,2.3,4.9,1.6
824,6.1,2.7,4.7,1.2
825,6.4,2.9,4.1,1.4
826,6.6,2.8,4.4,1.3
827,6.8,2.8,4.7,1.5
828,6.6,2.9,5.1,1.6
829,5.9,2.8,4.5,1.6
830,5.8,2.6,3.5,1
831,5.4,2.3,3.7,1.3
832,5.4,2.4,3.6,1
833,5.8,2.7,3.7,1.2
834,6,2.7,5,1.7
835,5.3,2.9,4.4,1.4
836,5.9,3.3,4.5,1.7
837,6.7,3,4.6,1.6
838,6.2,2.3,4.4,1.5
839,5.5,2.9,4,1.2
840,5.5,2.5,3.9,1.3
841,5.5,2.6,4.3,1.3
842,6,2.9,4.5,1.4
843,5.8,2.5,4,1.3
844,4.9,2.2,3.1,0.9
845,5.5,2.6,4.2,1.3
846,5.8,2.9,4.3,1.3
847,5.6,2.8,4.1,1.4
848,6.2,3,4.3,1.4
849,5,2.4,2.9,1
850,5.7,2.6,4,1.4
851,6.3,3.3,6.1,2.5
852,5.7,2.7,5.1,2
853,7,3,5.8,2.1
854,6.3,2.8,5.5,1.8
855,6.4,2.9,5.7,2.4
856,7.5,2.9,6.6,2.2
857,4.8,2.4,4.5,1.6
858,7.1,2.9,6.2,1.7
859,6.6,2.4,5.7,1.8
860,7.1,3.5,6,2.5
861,6.4,3.2,4.9,2
862,6.3,2.8,5.2,1.8
863,6.8,2.9,5.5,2.2
864,5.6,2.4,5,2
865,5.6,2.7,5.1,2.5
866,6.4,3.1,5.1,2.3
867,6.5,2.9,5.4,1.8
868,7.7,3.7,6.6,2.2
869,7.6,2.5,6.8,2.3
870,5.8,2.2,5,1.4
871,6.9,3.3,5.7,2.5
872,5.5,2.8,4.9,1.9
873,7.7,2.7,6.5,2.2
874,6.3,2.7,5,1.8
875,6.6,3.2,5.7,2.2
876,7.1,3.1,5.8,1.8
877,6.2,2.9,4.8,1.8
878,6.1,2.9,4.7,1.9
879,6.3,2.9,5.6,2
880,7,2.8,5.6,1.6
881,7.3,2.7,6,2
882,7.8,3.7,6.4,2
883,6.4,2.8,5.5,2.3
884,6.1,2.7,5,1.5
885,6,2.5,5.5,1.5
886,7.7,2.8,6.1,2.4
887,6.3,3.2,5.5,2.4
888,6.4,3.2,5.6,1.7
889,6,3,4.7,2
890,6.9,3.1,5.4,2.2
891,6.7,3,5.5,2.4
892,6.7,3.2,5,2.4
893,5.7,2.7,5,2
894,6.8,3.1,6,2.2
895,6.6,3.2,5.6,2.6
896,6.8,2.8,5.2,2.4
897,6.2,2.5,5,2
898,6.4,3,5.2,2.2
899,6.2,3.4,5.3,2.3
900,5.9,3.1,5.1,1.8
901,5,3.5,1.2,0.2
902,4.8,3,1.2,0.3
903,4.8,3,1.2,0.3
904,4.7,3,1.3,0.3
905,5,3.6,1.5,0.2
906,5.4,3.9,1.6,0.5
907,4.4,3.3,1.3,0.2
908,4.9,3.3,1.5,0.2
909,4.4,2.9,1.4,0.2
910,4.8,3.2,1.4,0.1
911,5.4,3.6,1.4,0.3
912,4.7,3.4,1.4,0.2
913,4.8,2.9,1.4,0.2
914,4.3,3,1.1,0.1
915,5.8,4,1.1,0.2
916,5.6,4.4,1.5,0.4
917,5.4,3.9,1.2,0.6
918,5,3.5,1.3,0.4
919,5.7,3.7,1.5,0.4
920,5.1,3.7,1.5,0.2
921,5.3,3.2,1.7,0.3
922,5.1,3.6,1.5,0.3
923,4.6,3.5,0.8,0.3
924,5,3.3,1.5,0.4
925,4.7,3.3,1.8,0.3
926,4.8,3,1.6,0.4
927,4.9,3.3,1.6,0.4
928,5.1,3.5,1.4,0.3
929,5.2,3.4,1.3,0.2
930,4.8,3.1,1.7,0.3
931,4.8,3.2,1.6,0.2
932,5.3,3.2,1.5,0.3
933,5.2,4.1,1.5,0.1
934,5.5,4.1,1.3,0.1
935,4.8,3.1,1.4,0.1
936,4.8,3.2,1.1,0.4
937,5.4,3.5,1.1,0.4
938,4.9,3.1,1.4,0.1
939,4.3,2.9,1.4,0.3
940,4.9,3.4,1.4,0.1
941,5,3.4,1.3,0.3
942,4.5,2.2,1.3,0.4
943,4.4,3.2,1.3,0.2
944,4.9,3.6,1.6,0.6
945,5,3.9,1.7,0.4
946,4.8,3,1.3,0.4
947,5,3.7,1.6,0.2
948,4.6,3.1,1.4,0.4
949,5.3,3.7,1.4,0.2
950,4.8,3.2,1.4,0.2
951,7,3.2,4.6,1.4
952,6.4,3.2,4.5,1.5
953,6.9,2.9,4.8,1.6
954,5.5,2.2,3.9,1.3
955,6.4,2.9,4.4,1.5
956,5.6,2.7,4.6,1.3
957,6.4,3.2,4.7,1.5
958,4.9,2.3,3.3,1
959,6.5,3,4.5,1.3
960,5.2,2.5,4,1.5
961,4.9,1.9,3.6,0.9
962,5.8,2.9,4.1,1.5
963,6,2.2,3.9,1
964,6,2.9,4.7,1.4
965,5.4,2.7,3.4,1.2
966,6.6,3.1,4.4,1.5
967,5.6,2.9,4.5,1.7
968,5.9,2.7,4.1,1
969,6.2,2.3,4.5,1.5
970,5.6,2.3,3.9,1.1
971,5.7,3.2,4.8,1.8
972,6,2.6,4,1.4
973,6.3,2.4,4.9,1.7
974,6.1,2.8,4.8,1.2
975,6.4,2.9,4.4,1.4
976,6.5,2.9,4.3,1.4
977,6.8,2.7,4.7,1.5
978,6.7,2.9,4.9,1.8
979,5.9,2.9,4.4,1.6
980,5.7,2.6,3.4,0.9
981,5.3,2.5,3.8,1.2
982,5.4,2.3,3.7,1
983,5.8,2.6,4,1.3
984,6,2.6,5,1.6
985,5.3,3,4.5,1.5
986,5.8,3.2,4.5,1.8
987,6.7,3.1,4.6,1.6
988,6.3,2.1,4.3,1.3
989,5.5,3,4.1,1.4
990,5.5,2.4,4,1.3
991,5.6,2.5,4.3,1.4
992,6.1,3,4.6,1.4
993,5.6,2.5,4,1.4
994,5,2.2,3.2,1
995,5.6,2.7,4.1,1.3
996,5.7,2.9,4.2,1.2
997,5.6,2.8,4.1,1.5
998,6.1,2.7,4.3,1.4
999,5.1,2.6,3,1.1
1000,5.7,2.7,4,1.3
1001,6.3,3.2,6.1,2.6
1002,5.8,2.6,4.9,1.9
1003,7,2.9,5.9,2.1
1004,6.3,2.8,5.5,1.9
1005,6.5,3,5.9,2.3
1006,7.6,3,6.5,2.2
1007,4.8,2.6,4.5,1.8
1008,7.2,2.8,6.2,1.8
1009,6.8,2.4,5.8,1.9
1010,7.2,3.5,6.1,2.6
1011,6.4,3.1,5.1,2
1012,6.3,2.6,5.2,1.9
1013,6.8,2.9,5.5,2.2
1014,5.6,2.5,5.1,2
1015,5.7,2.8,5.1,2.5
1016,6.3,3.2,5.3,2.4
1017,6.5,3,5.5,1.8
1018,7.7,3.7,6.7,2.2
1019,7.8,2.6,6.9,2.2
1020,6,2.2,4.9,1.7
1021,6.8,3.1,5.5,2.4
1022,5.6,2.6,4.9,2.1
1023,7.8,2.6,6.6,2
1024,6.4,2.6,4.9,1.7
1025,6.7,3.1,5.6,2.3
1026,7.2,3.1,6,1.9
1027,6.2,2.9,4.8,1.8
1028,6.1,3,4.9,1.9
1029,6.4,2.7,5.7,2.1
1030,7.1,3,5.8,1.6
1031,7.3,2.8,6,2.1
1032,7.8,3.8,6.4,2.2
1033,6.5,2.8,5.6,2.2
1034,6.1,2.8,5.1,1.5
1035,6.1,2.6,5.4,1.5
1036,7.8,2.9,6,2.2
1037,6.1,3.3,5.5,2.4
1038,6.4,3,5.4,1.9
1039,6,2.9,4.8,1.9
1040,7,3,5.3,2.2
1041,6.6,3.1,5.4,2.3
1042,6.8,3.1,5,2.4
1043,5.6,2.6,4.9,1.9
1044,6.6,3.3,5.8,2.3
1045,6.7,3.3,5.5,2.7
1046,6.6,3,5.2,2.4
1047,6.2,2.4,4.9,2
1048,6.5,2.9,5,2.1
1049,6.3,3.4,5.3,2.3
1050,5.9,3,5.1,1.9
1051,5.1,3.5,1.2,0.3
1052,4.9,3,1.4,0.3
1053,4.8,3.2,1.2,0.3
1054,4.5,3,1.5,0.2
1055,4.9,3.6,1.3,0.2
1056,5.5,4,1.7,0.5
1057,4.7,3.3,1.2,0.2
1058,4.9,3.3,1.5,0.3
1059,4.4,2.8,1.3,0.3
1060,5,3,1.5,0.1
1061,5.4,3.7,1.5,0.2
1062,4.6,3.3,1.5,0.1
1063,4.8,2.9,1.3,0.2
1064,4.2,2.8,1,0.2
1065,5.6,4,1.2,0.3
1066,5.8,4.4,1.4,0.5
1067,5.4,4,1.3,0.5
1068,5.2,3.3,1.3,0.4
1069,5.7,3.7,1.7,0.4
1070,5.1,3.6,1.5,0.4
1071,5.3,3.4,1.8,0.3
1072,5,3.5,1.4,0.5
1073,4.5,3.6,1,0.2
1074,5,3.1,1.6,0.5
1075,4.9,3.4,1.7,0.1
1076,5,2.9,1.5,0.2
1077,5,3.3,1.7,0.4
1078,5.1,3.5,1.5,0.3
1079,5.1,3.3,1.4,0.2
1080,4.7,3.1,1.4,0.2
1081,4.7,3.1,1.5,0.3
1082,5.3,3.3,1.3,0.6
1083,5.2,4.1,1.6,0.2
1084,5.3,4.1,1.3,0.3
1085,4.9,3.1,1.6,0.1
1086,4.8,3.3,1.2,0.3
1087,5.4,3.4,1.1,0.3
1088,4.8,2.9,1.3,0.3
1089,4.4,3,1.4,0.3
1090,5,3.4,1.6,0.3
1091,5,3.5,1.2,0.4
1092,4.5,2.3,1.3,0.5
1093,4.3,3.2,1.4,0.2
1094,4.9,3.3,1.6,0.5
1095,5.1,3.7,2,0.4
1096,4.8,3,1.3,0.4
1097,5.2,3.7,1.6,0.3
1098,4.5,3,1.4,0.2
1099,5.3,3.8,1.5,0.3
1100,5.1,3.2,1.4,0.3
1101,7,3.1,4.6,1.5
1102,6.5,3,4.3,1.5
1103,6.7,3.1,4.8,1.6
1104,5.6,2.4,4,1.4
1105,6.4,2.8,4.5,1.5
1106,5.7,2.7,4.6,1.5
1107,6.4,3.3,4.7,1.6
1108,4.8,2.3,3.3,1.1
1109,6.5,2.9,4.5,1.3
1110,5.2,2.6,3.7,1.3
1111,4.9,2,3.4,1.1
1112,5.8,2.9,4,1.5
1113,5.9,2.1,4,1
1114,6.1,2.8,4.6,1.4
1115,5.6,3,3.5,1.5
1116,6.6,3,4.3,1.5
1117,5.5,3,4.4,1.6
1118,5.7,2.7,4.2,0.9
1119,6.1,2.2,4.5,1.6
1120,5.6,2.4,3.9,1
1121,6,3.2,4.8,1.9
1122,6.2,2.8,3.9,1.3
1123,6.3,2.4,4.9,1.7
1124,6,2.8,4.7,1.4
1125,6.3,2.9,4.3,1.3
1126,6.6,2.8,4.3,1.3
1127,6.8,2.8,4.7,1.5
1128,6.7,2.8,4.9,1.7
1129,6.1,2.8,4.5,1.5
1130,5.6,2.5,3.5,1
1131,5.4,2.4,3.8,1
1132,5.3,2.2,3.6,1.1
1133,5.7,2.5,3.8,1.1
1134,6,2.8,5.1,1.7
1135,5.3,3,4.3,1.6
1136,6.1,3.4,4.4,1.6
1137,6.8,3,4.5,1.7
1138,6.3,2.2,4.3,1.4
1139,5.5,2.9,3.9,1.4
1140,5.5,2.4,4,1.3
1141,5.6,2.5,4.3,1.3
1142,6,3,4.4,1.4
1143,5.8,2.6,3.9,1.1
1144,5,2.2,3.3,1
1145,5.6,2.5,4.2,1.3
1146,5.7,3,4.1,1.2
1147,5.7,2.9,4.1,1.3
1148,6.2,2.9,4.3,1.2
1149,5.1,2.6,2.8,1.1
1150,5.7,2.6,4,1.3
1151,6.3,3.3,5.8,2.5
1152,5.6,2.6,4.9,2.1
1153,7.1,3.1,5.8,2.1
1154,6.3,2.9,5.4,1.8
1155,6.4,2.9,5.8,2.3
1156,7.6,3,6.6,2.2
1157,4.9,2.6,4.5,1.6
1158,7.3,2.9,6.2,1.9
1159,6.6,2.5,5.9,1.9
1160,7.1,3.5,6.1,2.6
1161,6.4,3,5,2
1162,6.2,2.7,5.1,1.9
1163,6.8,2.9,5.4,2.1
1164,5.7,2.5,5,2.1
1165,5.7,2.8,4.9,2.5
1166,6.2,3.1,5.1,2.4
1167,6.5,3,5.5,1.8
1168,7.7,3.7,6.7,2.3
1169,7.6,2.6,6.8,2.5
1170,6.1,2.3,5,1.7
1171,6.8,3.2,5.6,2.3
1172,5.6,2.9,5,2.1
1173,7.6,2.7,6.7,2.1
1174,6.4,2.7,4.8,1.9
1175,6.6,3.2,5.6,2.3
1176,7.1,3,6.1,1.9
1177,6.1,2.7,4.8,1.7
1178,6.1,3,5,2
1179,6.5,2.6,5.5,2.2
1180,7.1,2.9,5.7,1.6
1181,7.4,2.6,6,1.9
1182,7.7,3.8,6.3,2.1
1183,6.3,2.9,5.5,2.2
1184,6.4,2.8,5,1.5
1185,6.1,2.6,5.6,1.5
1186,7.5,3,6.1,2.4
1187,6.3,3.3,5.7,2.4
1188,6.3,3.1,5.4,1.9
1189,5.9,3,4.9,1.9
1190,6.8,3,5.3,2.1
1191,6.7,3,5.5,2.5
1192,6.9,3.2,5.1,2.3
1193,5.6,2.8,5,2
1194,6.6,3.1,5.9,2.3
1195,6.7,3.1,5.6,2.4
1196,6.8,3,5,2.5
1197,6.3,2.4,5.1,1.9
1198,6.5,3.1,5.3,2.1
1199,6.1,3.4,5.4,2.4
1200,5.8,3,5.2,2
1201,5.2,3.6,1.4,0.2
1202,4.7,2.9,1.2,0.2
1203,4.6,3.2,1.2,0.3
1204,4.7,3,1.6,0.2
1205,5.1,3.6,1.4,0.2
1206,5.4,3.8,1.7,0.5
1207,4.5,3.4,1.3,0.3
1208,5,3.2,1.5,0.3
1209,4.4,2.8,1.4,0.2
1210,4.9,2.9,1.5,0.1
1211,5.3,3.5,1.5,0.2
1212,4.8,3.3,1.6,0.3
1213,4.8,3.1,1.3,0.1
1214,4.3,3,1,0.2
1215,5.8,3.9,1.1,0.3
1216,5.7,4.3,1.5,0.4
1217,5.3,3.9,1.2,0.4
1218,4.9,3.5,1.3,0.5
1219,5.6,3.9,1.7,0.4
1220,5.1,3.8,1.6,0.3
1221,5.4,3.3,1.5,0.1
1222,5,3.5,1.5,0.5
1223,4.6,3.7,0.9,0.2
1224,5.2,3.3,1.7,0.6
1225,4.8,3.3,1.8,0.2
1226,5,3,1.5,0.1
1227,5,3.3,1.5,0.5
1228,5.1,3.5,1.5,0.2
1229,5.3,3.3,1.4,0.2
1230,4.7,3.2,1.6,0.3
1231,4.8,3.2,1.5,0.2
1232,5.3,3.3,1.4,0.4
1233,5.3,4.1,1.4,0.2
1234,5.4,4.3,1.4,0.3
1235,4.8,3,1.5,0.1
1236,5,3.1,1.1,0.1
1237,5.4,3.4,1.1,0.2
1238,4.8,2.9,1.5,0.3
1239,4.3,3.1,1.2,0.2
1240,5.2,3.4,1.4,0.2
1241,4.9,3.5,1.1,0.3
1242,4.4,2.4,1.2,0.2
1243,4.4,3.3,1.3,0.2
1244,5,3.4,1.7,0.6
1245,5,3.6,1.8,0.4
1246,4.7,3.1,1.4,0.4
1247,5.1,3.8,1.6,0.3
1248,4.5,3.2,1.3,0.3
1249,5.2,3.7,1.4,0.2
1250,4.8,3.2,1.4,0.4
1251,7,3.1,4.7,1.6
1252,6.3,3.1,4.6,1.6
1253,7,3.1,4.8,1.5
1254,5.4,2.3,3.8,1.4
1255,6.4,2.8,4.6,1.5
1256,5.6,2.7,4.5,1.4
1257,6.3,3.3,4.5,1.6
1258,4.9,2.4,3.1,1.2
1259,6.6,2.9,4.6,1.3
1260,5.2,2.6,4,1.5
1261,4.8,1.8,3.5,1
1262,5.9,2.9,4.3,1.5
1263,6,2.2,4,1
1264,6.1,2.9,4.7,1.4
1265,5.5,2.8,3.6,1.3
1266,6.8,3.1,4.3,1.4
1267,5.6,3,4.4,1.5
1268,5.8,2.7,4.1,1
1269,6.1,2.1,4.4,1.5
1270,5.5,2.4,3.8,1
1271,5.8,3,4.8,1.9
1272,6.1,2.8,4.1,1.4
1273,6.2,2.4,4.9,1.6
1274,5.9,2.7,4.6,1.3
1275,6.3,2.8,4.2,1.4
1276,6.6,2.9,4.3,1.4
1277,6.7,2.8,4.8,1.3
1278,6.6,2.9,5,1.8
1279,5.9,2.8,4.4,1.6
1280,5.6,2.6,3.4,1
1281,5.5,2.4,3.8,1.2
1282,5.6,2.3,3.5,1.1
1283,5.8,2.6,3.9,1.2
1284,5.8,2.7,5.1,1.6
1285,5.5,3.1,4.5,1.5
1286,6,3.2,4.4,1.7
1287,6.6,3,4.5,1.4
1288,6.2,2.4,4.3,1.4
1289,5.6,3,4,1.3
1290,5.4,2.5,3.8,1.2
1291,5.4,2.5,4.4,1.2
1292,6,2.9,4.6,1.4
1293,5.8,2.5,3.8,1.3
1294,5,2.1,3.2,1.2
1295,5.5,2.8,4,1.4
1296,5.7,3,4,1.3
1297,5.6,2.7,4,1.2
1298,6,3,4.3,1.3
1299,5.1,2.5,2.9,1.1
1300,5.6,2.7,4.1,1.3
1301,6.2,3.4,5.9,2.5
1302,5.8,2.7,5.1,1.9
1303,7.2,3,5.8,2.1
1304,6.2,3,5.6,1.9
1305,6.3,3,5.8,2.3
1306,7.4,2.9,6.5,2.1
1307,4.9,2.4,4.4,1.8
1308,7.2,2.8,6.2,1.8
1309,6.6,2.4,5.7,1.9
1310,7,3.5,6.2,2.5
1311,6.4,3.1,5.1,2.1
1312,6.4,2.8,5.2,1.9
1313,6.8,2.9,5.4,2.2
1314,5.6,2.5,5,2.1
1315,5.8,2.7,5,2.4
1316,6.4,3.2,5.3,2.4
1317,6.3,3,5.3,1.8
1318,7.8,3.7,6.7,2.2
1319,7.7,2.5,7,2.3
1320,6,2.2,4.9,1.5
1321,6.8,3,5.7,2.3
1322,5.5,2.7,4.9,2.1
1323,7.5,2.7,6.7,2
1324,6.2,2.6,4.9,1.9
1325,6.8,3.2,5.6,2.2
1326,7.2,3.2,6,1.8
1327,6.1,2.7,4.8,1.8
1328,6.1,2.9,4.9,1.8
1329,6.4,2.7,5.6,2.1
1330,7.1,3,5.7,1.6
1331,7.3,2.7,6,1.8
1332,7.9,3.8,6.5,2.1
1333,6.3,2.8,5.5,2.4
1334,6.3,2.7,5.1,1.7
1335,6,2.6,5.6,1.4
1336,7.6,3,6.2,2.4
1337,6.3,3.3,5.6,2.5
1338,6.2,3.1,5.6,1.8
1339,6.1,3,4.6,1.9
1340,6.8,3.1,5.4,2.2
1341,6.5,3,5.5,2.4
1342,6.9,3.1,5.1,2.3
1343,5.6,2.7,5.2,2
1344,6.7,3.2,5.7,2.4
1345,6.7,3.3,5.6,2.5
1346,6.6,3.1,5.2,2.3
1347,6.4,2.5,5,1.9
1348,6.6,3,5.3,2.1
1349,6.1,3.3,5.4,2.4
1350,5.8,3,5,1.7
1351,5,3.5,1.5,0.3
1352,4.9,2.8,1.4,0.2
1353,4.7,3.1,1.4,0.1
1354,4.5,2.9,1.5,0.1
1355,5,3.6,1.4,0.2
1356,5.4,3.9,1.5,0.4
1357,4.6,3.3,1.3,0.5
1358,4.9,3.4,1.5,0.2
1359,4.4,2.9,1.3,0.2
1360,4.9,3,1.4,0.2
1361,5.3,3.6,1.3,0.2
1362,4.7,3.4,1.5,0.1
1363,4.7,3.1,1.3,0.2
1364,4.3,3,1.1,0.1
1365,5.7,4,1.1,0.2
1366,5.7,4.3,1.4,0.4
1367,5.3,3.9,1.2,0.5
1368,5.2,3.4,1.4,0.4
1369,5.6,3.6,1.7,0.4
1370,4.9,3.7,1.4,0.3
1371,5.3,3.4,1.7,0.2
1372,5.2,3.6,1.4,0.5
1373,4.7,3.6,0.8,0.2
1374,5,3.2,1.6,0.4
1375,4.6,3.2,1.7,0.2
1376,5,2.9,1.6,0.4
1377,5,3.3,1.5,0.5
1378,5.2,3.5,1.4,0.3
1379,5.2,3.2,1.3,0.4
1380,4.7,3.2,1.6,0.3
1381,4.8,3,1.5,0.2
1382,5.5,3.3,1.4,0.4
1383,5.1,4,1.4,0.1
1384,5.6,4.3,1.2,0.2
1385,4.9,3.1,1.5,0.2
1386,4.9,3.1,1.2,0.2
1387,5.5,3.5,1.3,0.2
1388,4.7,3,1.4,0.1
1389,4.3,2.8,1.3,0.2
1390,5.1,3.3,1.4,0.3
1391,4.9,3.4,1.3,0.4
1392,4.5,2.1,1.3,0.3
1393,4.4,3.2,1.1,0.3
1394,4.9,3.5,1.6,0.7
1395,5.1,3.6,1.9,0.5
1396,4.6,3,1.5,0.5
1397,5.1,3.7,1.5,0.3
1398,4.6,3.1,1.3,0.2
1399,5.4,3.6,1.4,0.4
1400,4.8,3.2,1.4,0.3
1401,6.9,3.1,4.5,1.5
1402,6.3,3.2,4.5,1.5
1403,6.9,3.1,4.8,1.5
1404,5.4,2.4,4.1,1.4
1405,6.4,2.6,4.5,1.4
1406,5.7,2.8,4.4,1.5
1407,6.3,3.3,4.6,1.7
1408,4.8,2.3,3.2,1.1
1409,6.5,3,4.6,1.4
1410,5,2.8,3.9,1.4
1411,4.8,2.1,3.5,1
1412,5.9,3,4.2,1.6
1413,6.1,2,3.9,1.1
1414,6,2.9,4.6,1.5
1415,5.4,2.9,3.5,1.3
1416,6.6,3.1,4.3,1.4
1417,5.4,3,4.4,1.6
1418,5.7,2.6,4,1
1419,6,2.2,4.3,1.6
1420,5.5,2.6,3.7,1.1
1421,5.9,3.2,4.7,1.8
1422,5.9,2.8,3.9,1.4
1423,6.3,2.4,4.8,1.5
1424,6.1,2.6,4.7,1.1
1425,6.3,2.9,4.3,1.3
1426,6.7,3,4.3,1.4
1427,6.8,2.8,4.8,1.4
1428,6.5,2.9,4.9,1.8
1429,5.9,3,4.4,1.5
1430,5.6,2.6,3.4,1.1
1431,5.5,2.4,3.8,1.2
1432,5.5,2.3,3.6,1.1
1433,5.6,2.7,3.9,1.2
1434,6,2.7,5.2,1.6
1435,5.4,3.1,4.4,1.5
1436,5.8,3.3,4.4,1.7
1437,6.7,3.1,4.5,1.5
1438,6.3,2.2,4.3,1.4
1439,5.5,3,4.1,1.4
1440,5.4,2.5,4,1.4
1441,5.3,2.4,4.2,1.2
1442,6.1,2.8,4.5,1.6
1443,5.9,2.7,4,1.3
1444,4.8,2.3,3.1,1
1445,5.4,2.7,4.1,1.2
1446,5.7,3,4,1.3
1447,5.5,2.9,4,1.3
1448,6.1,2.8,4.3,1.2
1449,5.1,2.4,3,1
1450,5.6,2.7,4,1.4
1451,6.3,3.3,6,2.6
1452,5.6,2.6,5,1.9
1453,7,2.8,5.8,2
1454,6.3,2.8,5.7,2
1455,6.3,3,5.8,2.2
1456,7.4,3,6.7,2.2
1457,4.9,2.4,4.5,1.7
1458,7.1,2.9,6.1,1.9
1459,6.7,2.5,5.7,1.8
1460,7.1,3.5,6.1,2.4
1461,6.3,3,5,2
1462,6.5,2.5,5.3,1.9
1463,6.8,3.1,5.4,2
1464,5.5,2.4,5,2
1465,5.8,2.9,5.1,2.4
1466,6.4,3,5.3,2.3
1467,6.4,2.9,5.5,1.9
1468,7.7,3.6,6.7,2.4
1469,7.7,2.4,6.7,2.5
1470,6,2.1,4.8,1.6
1471,6.7,3.2,5.6,2.3
1472,5.5,2.7,4.9,2
1473,7.7,2.7,6.7,2.1
1474,6.3,2.6,4.8,1.9
1475,6.7,3.3,5.6,2.1
1476,7,3.1,6,2
1477,6,2.7,4.9,1.9
1478,5.9,3,4.9,1.8
1479,6.5,2.8,5.4,2.2
1480,7.1,3,5.7,1.7
1481,7.3,2.6,6,1.8
1482,7.9,3.7,6.3,2.1
1483,6.4,2.9,5.6,2.2
1484,6.3,2.8,5.2,1.5
1485,6,2.7,5.4,1.5
1486,7.6,2.9,5.9,2.4
1487,6.4,3.3,5.4,2.5
1488,6.3,3.2,5.4,1.9
1489,5.8,3,4.6,1.8
1490,6.9,2.9,5.4,2.3
1491,6.7,3,5.6,2.4
1492,7,3.2,5.1,2.4
1493,5.6,2.6,5,2
1494,6.7,3.1,5.9,2.3
1495,6.8,3.2,5.7,2.6
1496,6.7,2.9,5,2.4
1497,6.2,2.5,5,1.9
1498,6.3,3,5.2,2
1499,6,3.4,5.4,2.3
1500,5.8,3,5.1,1.8
1501,5.1,3.4,1.4,0.3
1502,4.9,2.9,1.4,0.2
1503,4.7,3,1.4,0.2
1504,4.5,2.9,1.5,0.3
1505,4.9,3.6,1.5,0.2
1506,5.3,4,1.7,0.4
1507,4.5,3.5,1.2,0.4
1508,5,3.4,1.3,0.3
1509,4.4,2.9,1.3,0.2
1510,4.8,3,1.4,0.1
1511,5.5,3.6,1.4,0.2
1512,4.8,3.4,1.6,0.1
1513,4.7,2.9,1.2,0.1
1514,4.4,2.9,1,0.1
1515,5.8,3.9,1.1,0.3
1516,5.5,4.4,1.6,0.4
1517,5.4,3.7,1.3,0.5
1518,5.1,3.6,1.2,0.3
1519,5.6,3.6,1.6,0.4
1520,5.1,3.9,1.3,0.3
1521,5.5,3.4,1.7,0.3
1522,5.1,3.8,1.6,0.5
1523,4.5,3.7,0.8,0.3
1524,5,3.1,1.7,0.5
1525,4.6,3.4,1.9,0.3
1526,5,3,1.7,0.3
1527,5,3.3,1.5,0.3
1528,5.3,3.5,1.3,0.2
1529,5.2,3.4,1.4,0.2
1530,4.7,3.1,1.5,0.3
1531,4.8,3,1.6,0.3
1532,5.5,3.2,1.4,0.5
1533,5.1,4.1,1.4,0.1
1534,5.6,4.1,1.3,0.1
1535,4.8,3,1.3,0.3
1536,4.9,3.1,1.1,0.4
1537,5.5,3.5,1.4,0.3
1538,5,2.9,1.5,0.1
1539,4.3,2.9,1.3,0.2
1540,5.1,3.4,1.5,0.3
1541,4.9,3.4,1.2,0.4
1542,4.4,2.3,1.2,0.3
1543,4.4,3.2,1.3,0.3
1544,5,3.4,1.6,0.5
1545,5.1,3.7,1.8,0.5
1546,4.7,2.8,1.4,0.4
1547,5.1,3.7,1.6,0.2
1548,4.6,3.3,1.3,0.3
1549,5.2,3.7,1.4,0.2
1550,4.9,3.2,1.3,0.1
1551,6.9,3.2,4.7,1.5
1552,6.3,3,4.4,1.4
1553,6.8,3,4.9,1.4
1554,5.5,2.2,3.9,1.4
1555,6.5,2.8,4.5,1.5
1556,5.5,2.7,4.5,1.4
1557,6.3,3.3,4.8,1.7
1558,4.8,2.3,3.2,1
1559,6.6,2.9,4.5,1.3
1560,5.3,2.7,3.9,1.5
1561,5,1.9,3.5,1.2
1562,5.9,2.9,4.2,1.6
1563,6,2.2,3.8,0.9
1564,5.9,2.8,4.7,1.4
1565,5.6,2.7,3.5,1.4
1566,6.6,3.1,4.3,1.3
1567,5.6,2.9,4.4,1.4
1568,5.8,2.6,4.2,1.1
1569,6.1,2.1,4.5,1.5
1570,5.6,2.5,3.9,1.1
1571,5.9,3.2,4.9,1.9
1572,6,2.8,4.1,1.3
1573,6.3,2.4,4.8,1.6
1574,6,2.6,4.6,1.2
1575,6.3,2.8,4.1,1.4
1576,6.5,2.9,4.3,1.5
1577,6.9,2.8,4.7,1.4
1578,6.7,3.1,5,1.7
1579,5.9,2.8,4.4,1.6
1580,5.5,2.4,3.6,1
1581,5.5,2.4,3.7,1.2
1582,5.5,2.4,3.6,1.1
1583,5.8,2.7,3.8,1.2
1584,6.1,2.6,5.1,1.8
1585,5.3,3.1,4.5,1.5
1586,6,3.3,4.5,1.7
1587,6.6,3.2,4.6,1.6
1588,6.2,2.2,4.4,1.3
1589,5.5,2.9,4,1.3
1590,5.3,2.5,4,1.3
